title,url,price,imageUrl,rating
"Colorya Mandala Malbuch für Erwachsene – Entspannendes A4 Anti-Stress Ausmalbuch – Spiral-Malbücher mit Künstlerpapier, ohne Durchdrücken - Mandalas für Erwachsene",https://www.amazon.de/-/en/Colorya/dp/2900628067/ref=sr_1_1?m=A1J99ZSJJL0INS&qid=1651116596&s=merchant-items&sr=1-1,€12.09,https://www.amazon.de/-/en/Colorya/dp/2900628067/ref=sr_1_1?m=A1J99ZSJJL0INS&qid=1651116596&s=merchant-items&sr=1-1,4.7 out of 5 stars
"Colorya Set of 50 Brush Pens With Nylon Tips + 2 Water Tank Brushes And Carry Bag, Perfect For Adult Colouring Books And As Handlettering Pens For Calligraphy, Drawing",https://www.amazon.de/-/en/Colorya-Brushes-Colouring-Handlettering-Calligraphy/dp/B07YX6ZFMJ/ref=sr_1_3?m=A1J99ZSJJL0INS&qid=1651116596&s=merchant-items&sr=1-3,€36.99,https://www.amazon.de/-/en/Colorya-Brushes-Colouring-Handlettering-Calligraphy/dp/B07YX6ZFMJ/ref=sr_1_3?m=A1J99ZSJJL0INS&qid=1651116596&s=merchant-items&sr=1-3,4.7 out of 5 stars
